rank,geartype,name,mmsi,flag,port,km,near,dist_agree,delta,kn,h,vend,fish,vid,flag_gfw,flag_greatcircle
0.4593,DRIFTING_LONGLINES,SHEN LIAN CHENG 785,412475113,CHN,majuro,462.5,452.6,DIFFER,0.0214,7.1,35.3,2023-09-01T20:00:06.000Z,2023-09-03T07:20:14.000Z,ff6c52be9-9291-0af1-acf6-daba916445f7,TFCCTF{412475113_majuro_03.09.2023_07:20_AM_452.6},TFCCTF{412475113_majuro_03.09.2023_07:20_AM_462.5}
0.4566,DRIFTING_LONGLINES,TAI XIANG 10,412326864,CHN,port louis,829.6,796.7,DIFFER,0.0396,7.9,56.8,2023-09-04T05:14:39.000Z,2023-09-06T14:03:18.000Z,c399a9ac7-7d2e-c5ef-a95b-d49b1e4a0cbc,TFCCTF{412326864_port louis_06.09.2023_02:03_PM_796.7},TFCCTF{412326864_port louis_06.09.2023_02:03_PM_829.6}
0.4554,DRIFTING_LONGLINES,IMULA 0967 CHW,417096732,LKA,colombo,94.3,99.5,DIFFER,0.0517,11.0,4.6,2023-09-20T21:55:01.000Z,2023-09-21T02:33:33.000Z,cbe59d4be-ef27-af65-4c5a-7fef13b14c9d,TFCCTF{417096732_colombo_21.09.2023_02:33_AM_99.5},TFCCTF{417096732_colombo_21.09.2023_02:33_AM_94.3}
0.4528,OTHER_PURSE_SEINES,SOBA DAS IMBIAS,511100893,PLW,luanda,65.7,65.5,DIFFER,0.0026,6.5,5.5,2023-09-01T18:50:19.000Z,2023-09-02T00:17:37.000Z,8f9fdb00c-ca79-26e2-f771-f0677cc332bc,TFCCTF{511100893_luanda_02.09.2023_12:17_AM_65.5},TFCCTF{511100893_luanda_02.09.2023_12:17_AM_65.7}
0.4513,TRAWLERS,YUEHUILAIYU43459,412466278,CHN,shenquan,59.2,56.9,DIFFER,0.0384,7.8,4.1,2023-09-06T01:35:07.000Z,2023-09-06T05:42:06.000Z,749e033e5-5418-562a-0e95-0c703fe8a03e,TFCCTF{412466278_shenquan_06.09.2023_05:42_AM_56.9},TFCCTF{412466278_shenquan_06.09.2023_05:42_AM_59.2}
0.4465,TRAWLERS,CALVERT,316041841,CAN,st john's,215.2,207.5,DIFFER,0.0362,12.4,9.4,2023-09-06T15:52:24.000Z,2023-09-07T01:15:15.000Z,01ae3291b-b1fa-2e4b-f162-a84d87d5276e,TFCCTF{316041841_st john's_07.09.2023_01:15_AM_207.5},TFCCTF{316041841_st john's_07.09.2023_01:15_AM_215.2}
0.4463,FISHING,F/V KATIA,503080840,AUS,eden,219.9,216.3,DIFFER,0.0165,6.8,17.4,2023-09-10T06:29:42.000Z,2023-09-10T23:52:15.000Z,d5afdfcea-a022-5de9-c18e-dab93d75f4b9,TFCCTF{503080840_eden_10.09.2023_11:52_PM_216.3},TFCCTF{503080840_eden_10.09.2023_11:52_PM_219.9}
0.4446,TRAWLERS,YUEHUILAIYU43585,412466475,CHN,shenquan,58.3,58.4,DIFFER,0.0003,6.4,4.9,2023-09-06T00:03:03.000Z,2023-09-06T04:58:13.000Z,03e6b5def-f698-6132-cf5f-a16df3cf0ff8,TFCCTF{412466475_shenquan_06.09.2023_04:58_AM_58.4},TFCCTF{412466475_shenquan_06.09.2023_04:58_AM_58.3}
0.4437,SET_LONGLINES,NAOKIMARU,431602156,JPN,choshi,975.7,933.1,DIFFER,0.0436,8.0,65.5,2023-09-14T04:50:07.000Z,2023-09-16T22:20:08.000Z,98df93721-1842-220d-bf47-d05c6f935544,TFCCTF{431602156_choshi_16.09.2023_10:20_PM_933.1},TFCCTF{431602156_choshi_16.09.2023_10:20_PM_975.7}
0.4435,TRAWLERS,F.V. OCEAN PIONEER,512392000,NZL,bluff,502.7,491.1,DIFFER,0.0231,7.0,38.6,2023-08-31T05:28:58.000Z,2023-09-01T20:04:26.000Z,41a98a2e0-0fbb-3d26-4b71-6d4266443a82,TFCCTF{512392000_bluff_01.09.2023_08:04_PM_491.1},TFCCTF{512392000_bluff_01.09.2023_08:04_PM_502.7}
0.44,DRIFTING_LONGLINES,IRON LADY,367514890,USA,honolulu,849.0,847.7,DIFFER,0.0015,6.4,71.5,2023-08-29T21:49:04.000Z,2023-09-01T21:20:09.000Z,5b8d2b857-7745-ea19-8438-719b66c944e2,TFCCTF{367514890_honolulu_01.09.2023_09:20_PM_847.7},TFCCTF{367514890_honolulu_01.09.2023_09:20_PM_849.0}
0.4387,FISHING,YUEJIANGCHENGYU66088,412462966,CHN,zhuhai,101.0,97.9,DIFFER,0.0311,12.7,4.3,2023-09-04T17:19:15.000Z,2023-09-04T21:37:17.000Z,371f877c9-9700-5838-14a6-c16cc7e8148a,TFCCTF{412462966_zhuhai_04.09.2023_09:37_PM_97.9},TFCCTF{412462966_zhuhai_04.09.2023_09:37_PM_101.0}
0.4375,DRIFTING_LONGLINES,GRAZIELLA,249000250,MLT,marsaxlokk,101.7,103.9,DIFFER,0.021,6.9,7.9,2023-09-12T02:03:34.000Z,2023-09-12T09:59:31.000Z,b5c1892bf-f70c-474d-514e-dc0269359840,TFCCTF{249000250_marsaxlokk_12.09.2023_09:59_AM_103.9},TFCCTF{249000250_marsaxlokk_12.09.2023_09:59_AM_101.7}
0.4375,SET_GILLNETS,F/V LIVERPOOL,227599000,FRA,roscoff,79.6,75.4,DIFFER,0.0528,8.9,4.8,2023-09-05T08:15:04.000Z,2023-09-05T13:04:41.000Z,0095194d3-3ab5-caa3-1e91-4ce79b8deccc,TFCCTF{227599000_roscoff_05.09.2023_01:04_PM_75.4},TFCCTF{227599000_roscoff_05.09.2023_01:04_PM_79.6}
0.4371,TRAWLERS,YUEHUILAIYU48151,412466614,CHN,shenquan,55.0,56.7,DIFFER,0.0307,7.3,4.1,2023-09-06T00:39:49.000Z,2023-09-06T04:44:22.000Z,adb4d308c-c124-6e54-8b8a-dfe29c07c50c,TFCCTF{412466614_shenquan_06.09.2023_04:44_AM_56.7},TFCCTF{412466614_shenquan_06.09.2023_04:44_AM_55.0}
0.4371,DRIFTING_LONGLINES,CALIBRE,503798600,AUS,ulladulla,124.7,119.7,DIFFER,0.0406,7.8,8.7,2023-09-02T06:34:23.000Z,2023-09-02T15:13:28.000Z,8df1defc2-20ce-9172-2a54-22eec51ff0ea,TFCCTF{503798600_ulladulla_02.09.2023_03:13_PM_119.7},TFCCTF{503798600_ulladulla_02.09.2023_03:13_PM_124.7}
0.4337,TRAWLERS,POPA,701000964,ARG,mar del plata,124.4,118.0,DIFFER,0.0514,8.7,7.8,2023-09-08T14:34:55.000Z,2023-09-08T22:20:40.000Z,0cbaae345-554e-c06d-5c6b-80a5a805cb00,TFCCTF{701000964_mar del plata_08.09.2023_10:20_PM_118.0},TFCCTF{701000964_mar del plata_08.09.2023_10:20_PM_124.4}
0.4333,SET_GILLNETS,NO5. ASASHIOMARU,431200534,JPN,shimoda,262.0,260.1,DIFFER,0.0074,13.5,10.5,2023-09-10T06:49:44.000Z,2023-09-10T17:19:10.000Z,05bf7eef2-2c65-453a-dc4f-fb713210d8c6,TFCCTF{431200534_shimoda_10.09.2023_05:19_PM_260.1},TFCCTF{431200534_shimoda_10.09.2023_05:19_PM_262.0}
0.4309,TRAWLERS,LONNOY,242589300,MAR,dakhla,101.9,100.3,DIFFER,0.0163,6.7,8.2,2023-09-02T02:29:25.000Z,2023-09-02T10:39:21.000Z,a6160fc28-805a-a26b-45b2-27fb80d130b6,TFCCTF{242589300_dakhla_02.09.2023_10:39_AM_100.3},TFCCTF{242589300_dakhla_02.09.2023_10:39_AM_101.9}
0.4304,DRIFTING_LONGLINES,IMULA 0813 CHW,417081332,LKA,colombo,99.4,94.2,DIFFER,0.0525,11.3,4.8,2023-09-22T00:05:28.000Z,2023-09-22T04:51:34.000Z,7ceeb8012-211c-1d84-9960-37e1e9751da1,TFCCTF{417081332_colombo_22.09.2023_04:51_AM_94.2},TFCCTF{417081332_colombo_22.09.2023_04:51_AM_99.4}
0.4259,TRAWLERS,YUEHUILAIYU43152,412466349,CHN,shenquan,60.3,58.5,DIFFER,0.0295,7.2,4.5,2023-09-06T00:20:47.000Z,2023-09-06T04:53:33.000Z,6cf6d5a63-35be-b762-3111-4025782f811c,TFCCTF{412466349_shenquan_06.09.2023_04:53_AM_58.5},TFCCTF{412466349_shenquan_06.09.2023_04:53_AM_60.3}
0.4253,TRAWLERS,YUEHUILAIYU43546,412466868,CHN,shenquan,61.9,59.0,DIFFER,0.0476,8.2,4.1,2023-09-05T14:20:13.000Z,2023-09-05T18:25:39.000Z,cac116212-2bdb-6862-5921-c2d2e5b00ffa,TFCCTF{412466868_shenquan_05.09.2023_06:25_PM_59.0},TFCCTF{412466868_shenquan_05.09.2023_06:25_PM_61.9}
0.421,SET_LONGLINES,ILE BOURBON,635000300,ATF,reunion,786.5,741.0,DIFFER,0.0579,10.1,41.9,2023-09-13T12:42:11.000Z,2023-09-15T06:35:12.000Z,f92ac1ad0-020f-5446-6e4a-6c1b3f773dd1,TFCCTF{635000300_reunion_15.09.2023_06:35_AM_741.0},TFCCTF{635000300_reunion_15.09.2023_06:35_AM_786.5}
0.4184,FISHING,YUEZHANYU03288,418803288,,yangjiang,74.6,72.3,DIFFER,0.0301,7.1,5.6,2023-09-03T14:12:12.000Z,2023-09-03T19:50:54.000Z,0bcc0d6b6-6d3d-7008-6ba3-c571fe9da1e9,TFCCTF{418803288_yangjiang_03.09.2023_07:50_PM_72.3},TFCCTF{418803288_yangjiang_03.09.2023_07:50_PM_74.6}
0.4172,TUNA_PURSE_SEINES,AURORA B,224651000,ESP,nuku hiva,69.2,72.7,DIFFER,0.0477,8.1,4.6,2023-09-26T17:01:20.000Z,2023-09-26T21:38:25.000Z,7f0cd9481-1962-2a84-5908-521bd85eb17e,TFCCTF{224651000_nuku hiva_26.09.2023_09:38_PM_72.7},TFCCTF{224651000_nuku hiva_26.09.2023_09:38_PM_69.2}
0.4095,NA,SAJABI,224762000,ESP,cansado,68.0,65.8,DIFFER,0.0318,7.1,5.1,2023-09-01T14:01:41.000Z,2023-09-01T19:10:05.000Z,d2b79e123-3535-dcb9-7d43-4b2e97ec28f5,TFCCTF{224762000_cansado_01.09.2023_07:10_PM_65.8},TFCCTF{224762000_cansado_01.09.2023_07:10_PM_68.0}
0.4094,SET_LONGLINES,ROLLING THUNDER 07,316011387,CAN,sambro,57.6,57.9,DIFFER,0.0046,6.3,4.9,2023-09-02T12:39:20.000Z,2023-09-02T17:34:33.000Z,2461430ef-f8fd-764c-94f4-c97a7ff42c3e,TFCCTF{316011387_sambro_02.09.2023_05:34_PM_57.9},TFCCTF{316011387_sambro_02.09.2023_05:34_PM_57.6}
0.403,SQUID_JIGGER,LURONGYU59887,412337668,CHN,shidao,65.1,65.3,DIFFER,0.0035,6.3,5.6,2023-09-01T04:48:32.000Z,2023-09-01T10:25:23.000Z,c08ffefc9-90a8-ab81-24f9-8b18715e18af,TFCCTF{412337668_shidao_01.09.2023_10:25_AM_65.3},TFCCTF{412337668_shidao_01.09.2023_10:25_AM_65.1}
0.4024,FIXED_GEAR,KERAVEL,361000400,SPM,st pierre,143.3,143.4,DIFFER,0.0012,6.2,12.5,2023-09-09T00:23:52.000Z,2023-09-09T12:51:23.000Z,25a5b7f0e-ed41-a391-36ed-b62c612e4732,TFCCTF{361000400_st pierre_09.09.2023_12:51_PM_143.4},TFCCTF{361000400_st pierre_09.09.2023_12:51_PM_143.3}
0.4006,FISHING,MARCEL ANGIE III,361001500,SPM,st pierre,135.4,139.0,DIFFER,0.0262,6.9,10.6,2023-09-02T18:21:34.000Z,2023-09-03T04:59:44.000Z,7d8b28311-16d2-c24b-75ae-97b9a2fa3870,TFCCTF{361001500_st pierre_03.09.2023_04:59_AM_139.0},TFCCTF{361001500_st pierre_03.09.2023_04:59_AM_135.4}
0.4005,FISHING,NO MERCY,338421038,USA,harwich port,276.4,260.3,DIFFER,0.0582,9.2,16.3,2023-09-08T00:54:18.000Z,2023-09-08T17:11:07.000Z,617ebc8fe-e04c-18d2-766b-2dac8ae26193,TFCCTF{338421038_harwich port_08.09.2023_05:11_PM_260.3},TFCCTF{338421038_harwich port_08.09.2023_05:11_PM_276.4}
0.3982,DRIFTING_LONGLINES,NEPTUNE NO2,645656000,MUS,port louis,790.7,765.1,DIFFER,0.0324,7.1,60.2,2023-09-13T11:10:18.000Z,2023-09-15T23:23:07.000Z,65297c24d-d298-9410-058b-5f3dbf5a9e78,TFCCTF{645656000_port louis_15.09.2023_11:23_PM_765.1},TFCCTF{645656000_port louis_15.09.2023_11:23_PM_790.7}
0.3956,TRAWLERS,CARMELLE 6,316005460,CAN,pubnico,145.1,140.5,DIFFER,0.0317,7.0,11.1,2023-09-02T00:46:44.000Z,2023-09-02T11:54:14.000Z,dd3c946d6-64ed-5f36-41bb-35d86bc897da,TFCCTF{316005460_pubnico_02.09.2023_11:54_AM_140.5},TFCCTF{316005460_pubnico_02.09.2023_11:54_AM_145.1}
0.3951,TRAWLERS,KOMUKANDI,659218000,NAM,walvis bay,113.2,120.2,DIFFER,0.0582,9.1,6.7,2023-08-31T18:28:26.000Z,2023-09-01T01:13:14.000Z,2c072db60-0d00-c4f4-91ce-9c19be9a9c22,TFCCTF{659218000_walvis bay_01.09.2023_01:13_AM_120.2},TFCCTF{659218000_walvis bay_01.09.2023_01:13_AM_113.2}
0.395,SQUID_JIGGER,LU YAN YUAN YU 009,412331037,CHN,callao,522.4,491.0,DIFFER,0.0602,9.7,29.2,2023-09-19T18:12:31.000Z,2023-09-20T23:22:33.000Z,9f0651c65-5ed2-1e88-fce6-7e6af43ce4b2,TFCCTF{412331037_callao_20.09.2023_11:22_PM_491.0},TFCCTF{412331037_callao_20.09.2023_11:22_PM_522.4}
0.3889,FISHING,LRUT11 7155LSB_A.9,574898211,VNM,vung tau,254.1,246.2,DIFFER,0.0312,7.0,19.7,2023-09-07T19:10:03.000Z,2023-09-08T14:50:04.000Z,8a0dbfefb-bcb6-cfc6-7403-0dcbf4c70214,TFCCTF{574898211_vung tau_08.09.2023_02:50_PM_246.2},TFCCTF{574898211_vung tau_08.09.2023_02:50_PM_254.1}
0.3879,TRAWLERS,TAZIA 5,242051100,MAR,tangier,73.8,78.6,DIFFER,0.0603,9.4,4.2,2023-09-01T00:31:23.000Z,2023-09-01T04:46:10.000Z,3ea51d566-60f2-94e3-4f83-63a3b7926f24,TFCCTF{242051100_tangier_01.09.2023_04:46_AM_78.6},TFCCTF{242051100_tangier_01.09.2023_04:46_AM_73.8}
0.3875,TRAWLERS,CRESSY,512004085,NZL,bluff,152.7,146.7,DIFFER,0.0399,7.3,11.2,2023-09-01T08:37:42.000Z,2023-09-01T19:51:06.000Z,fb6c87dc7-77ab-d158-3ec2-97a50e339068,TFCCTF{512004085_bluff_01.09.2023_07:51_PM_146.7},TFCCTF{512004085_bluff_01.09.2023_07:51_PM_152.7}
0.3875,DRIFTING_LONGLINES,DIEGO STAR 5,645491000,MUS,port louis,489.7,467.7,DIFFER,0.0448,7.6,34.7,2023-09-12T16:03:28.000Z,2023-09-14T02:45:01.000Z,57f791132-2d2d-c118-a065-61e5c0616f2b,TFCCTF{645491000_port louis_14.09.2023_02:45_AM_467.7},TFCCTF{645491000_port louis_14.09.2023_02:45_AM_489.7}
0.3872,TRAWLERS,NINO MARTINS III,710280520,BRA,itajai,60.2,61.3,DIFFER,0.0192,6.6,4.9,2023-09-08T19:05:01.000Z,2023-09-09T00:01:38.000Z,ba7f315c3-3c1d-4e44-29ac-baf2084f97ee,TFCCTF{710280520_itajai_09.09.2023_12:01_AM_61.3},TFCCTF{710280520_itajai_09.09.2023_12:01_AM_60.2}
0.3864,SET_LONGLINES,ZEZINHO RAQUEL ELC,9125079,,natal,73.1,72.4,DIFFER,0.0096,6.3,6.3,2023-09-16T09:13:24.000Z,2023-09-16T15:28:37.000Z,7ecd6e9db-bbd0-4424-eb7e-69b1f2482570,TFCCTF{9125079_natal_16.09.2023_03:28_PM_72.4},TFCCTF{9125079_natal_16.09.2023_03:28_PM_73.1}
0.3839,DRIFTING_LONGLINES,JIN HORNG SHENG,416009263,TWN,kaohsiung,116.9,120.4,DIFFER,0.0296,6.9,9.2,2023-09-07T07:56:19.000Z,2023-09-07T17:06:20.000Z,ba3156398-8a6b-2b72-bc4c-b4a8ce892162,TFCCTF{416009263_kaohsiung_07.09.2023_05:06_PM_120.4},TFCCTF{416009263_kaohsiung_07.09.2023_05:06_PM_116.9}
0.3837,TRAWLERS,ZHEPUYU12887,412411283,CHN,ningbo,65.9,65.2,DIFFER,0.0104,6.3,5.6,2023-09-04T06:56:52.000Z,2023-09-04T12:34:38.000Z,efe76c3f0-0df5-7baf-bf1b-3a4811336888,TFCCTF{412411283_ningbo_04.09.2023_12:34_PM_65.2},TFCCTF{412411283_ningbo_04.09.2023_12:34_PM_65.9}
0.38,SET_GILLNETS,DORTE RIXEN L237,219941000,DNK,thyboron,66.6,63.5,DIFFER,0.0465,7.7,4.7,2023-09-03T08:23:40.000Z,2023-09-03T13:05:18.000Z,40d469739-9740-f04c-23a6-6c0f9adaca6d,TFCCTF{219941000_thyboron_03.09.2023_01:05_PM_63.5},TFCCTF{219941000_thyboron_03.09.2023_01:05_PM_66.6}
0.3791,TRAWLERS,OCEAN KING,316003514,CAN,ucluelet,94.5,96.1,DIFFER,0.0168,6.5,7.9,2023-09-20T02:37:40.000Z,2023-09-20T10:32:09.000Z,fbf16abc8-8b7b-d62b-8f83-6d7b0f19e9c5,TFCCTF{316003514_ucluelet_20.09.2023_10:32_AM_96.1},TFCCTF{316003514_ucluelet_20.09.2023_10:32_AM_94.5}
0.377,SQUID_JIGGER,PU YUAN818,412420249,CHN,callao,482.7,486.4,DIFFER,0.0077,6.2,41.9,2023-08-31T05:20:38.000Z,2023-09-01T23:17:00.000Z,4e98f8510-0035-6bd5-89b5-b0882598c934,TFCCTF{412420249_callao_01.09.2023_11:17_PM_486.4},TFCCTF{412420249_callao_01.09.2023_11:17_PM_482.7}
0.3763,POTS_AND_TRAPS,PEADAR MARIE,235001140,GBR,salcombe,71.4,70.0,DIFFER,0.0195,6.5,5.9,2023-09-04T21:59:59.000Z,2023-09-05T03:55:18.000Z,4cde903a4-412f-160b-d298-b471c5af2008,TFCCTF{235001140_salcombe_05.09.2023_03:55_AM_70.0},TFCCTF{235001140_salcombe_05.09.2023_03:55_AM_71.4}
0.3729,DRIFTING_LONGLINES,JIN HSING CHI NO3,416001159,TWN,donggang,224.9,219.1,DIFFER,0.0259,6.7,18.2,2023-09-07T01:45:17.000Z,2023-09-07T19:55:26.000Z,bc6f79ba7-7354-c14d-ef4d-cc590106be29,TFCCTF{416001159_donggang_07.09.2023_07:55_PM_219.1},TFCCTF{416001159_donggang_07.09.2023_07:55_PM_224.9}
0.3664,TRAWLERS,ARGENOVA X,701000950,ARG,puerto deseado,193.8,181.6,DIFFER,0.0629,9.6,10.9,2023-09-02T03:47:34.000Z,2023-09-02T14:43:24.000Z,a665db779-9536-53d1-836d-0d1df7630434,TFCCTF{701000950_puerto deseado_02.09.2023_02:43_PM_181.6},TFCCTF{701000950_puerto deseado_02.09.2023_02:43_PM_193.8}
0.3659,SET_GILLNETS,SEIRYOMARU,431018446,JPN,omaezaki,63.8,64.4,DIFFER,0.01,6.2,5.5,2023-09-01T15:36:57.000Z,2023-09-01T21:09:47.000Z,15aefe5fe-e9bb-f69a-fe3e-1f848d852a77,TFCCTF{431018446_omaezaki_01.09.2023_09:09_PM_64.4},TFCCTF{431018446_omaezaki_01.09.2023_09:09_PM_63.8}
0.3638,INCONCLUSIVE,KMN.MEKAR JAYA BHR,525400937,IDN,dobo,87.7,82.1,DIFFER,0.0634,10.3,4.6,2023-09-02T21:11:03.000Z,2023-09-03T01:47:31.000Z,3e61166da-a8bf-f32e-2615-67ef14967d53,TFCCTF{525400937_dobo_03.09.2023_01:47_AM_82.1},TFCCTF{525400937_dobo_03.09.2023_01:47_AM_87.7}
0.3629,SET_LONGLINES,IMULA 1075GLE,417107591,LKA,galle,58.1,58.8,DIFFER,0.0126,6.2,5.0,2023-09-10T15:00:01.000Z,2023-09-10T20:01:02.000Z,b9c77cc5b-b976-96cd-468c-01f2d79be361,TFCCTF{417107591_galle_10.09.2023_08:01_PM_58.8},TFCCTF{417107591_galle_10.09.2023_08:01_PM_58.1}
0.3625,TRAWLERS,YUEJIANGCHENGYU90691,412483686,CHN,yangjiang,85.2,79.9,DIFFER,0.0618,9.1,5.1,2023-09-09T16:02:06.000Z,2023-09-09T21:05:40.000Z,36c7a490a-a159-56fc-f347-068cd26bffce,TFCCTF{412483686_yangjiang_09.09.2023_09:05_PM_79.9},TFCCTF{412483686_yangjiang_09.09.2023_09:05_PM_85.2}
0.362,TRAWLERS,ZHEPUYU19111,412423264,CHN,ningbo,299.1,281.7,DIFFER,0.0583,8.5,19.0,2023-09-04T04:53:37.000Z,2023-09-04T23:53:46.000Z,97aeef06d-dc18-cd0e-eb02-85dfd3a810b7,TFCCTF{412423264_ningbo_04.09.2023_11:53_PM_281.7},TFCCTF{412423264_ningbo_04.09.2023_11:53_PM_299.1}
0.359,SQUID_JIGGER,JINHAI856,412420691,CHN,callao,592.1,585.9,DIFFER,0.0104,6.2,51.8,2023-09-10T23:26:50.000Z,2023-09-13T03:13:13.000Z,ea3d27dd2-27be-6353-9d86-e9475d7aaab7,TFCCTF{412420691_callao_13.09.2023_03:13_AM_585.9},TFCCTF{412420691_callao_13.09.2023_03:13_AM_592.1}
0.3561,TRAWLERS,MARA I,701000649,ARG,puerto madryn,280.4,263.6,DIFFER,0.06,8.6,17.5,2023-09-01T13:17:15.000Z,2023-09-02T06:48:28.000Z,0620b905b-bd8f-dbac-a3ed-81ac78afd958,TFCCTF{701000649_puerto madryn_02.09.2023_06:48_AM_263.6},TFCCTF{701000649_puerto madryn_02.09.2023_06:48_AM_280.4}
0.3553,TRAWLERS,ZHELINGYU23751,412416249,CHN,taizhou,48.7,49.4,DIFFER,0.0155,6.3,4.2,2023-09-16T04:47:03.000Z,2023-09-16T08:58:22.000Z,959e4a692-244c-1a5a-c65b-2d333d44600c,TFCCTF{412416249_taizhou_16.09.2023_08:58_AM_49.4},TFCCTF{412416249_taizhou_16.09.2023_08:58_AM_48.7}
0.3545,TRAWLERS,YUEHUILAIYU41118,412466596,CHN,shenquan,54.2,53.9,DIFFER,0.007,6.1,4.8,2023-09-06T00:42:05.000Z,2023-09-06T05:31:29.000Z,abe609d98-87ae-6a4e-2d6e-87144391d4d1,TFCCTF{412466596_shenquan_06.09.2023_05:31_AM_53.9},TFCCTF{412466596_shenquan_06.09.2023_05:31_AM_54.2}
0.354,DRIFTING_LONGLINES,COSTA DE S. JORGE,204862000,PRT,walvis bay,396.5,408.1,DIFFER,0.0284,6.6,32.2,2023-09-13T15:39:30.000Z,2023-09-14T23:53:20.000Z,e85787239-9147-90b7-19b2-d00862427fc8,TFCCTF{204862000_walvis bay_14.09.2023_11:53_PM_408.1},TFCCTF{204862000_walvis bay_14.09.2023_11:53_PM_396.5}
0.3468,FISHING,DAYNA S,367364340,USA,westport,78.9,82.1,DIFFER,0.0384,7.0,6.1,2023-09-13T20:05:48.000Z,2023-09-14T02:12:44.000Z,cd8ddc03b-bf6a-7c15-1f4a-a2c46d4a1bc3,TFCCTF{367364340_westport_14.09.2023_02:12_AM_82.1},TFCCTF{367364340_westport_14.09.2023_02:12_AM_78.9}
0.3459,DRIFTING_LONGLINES,NEPUNE NO 1,645655000,MUS,port louis,721.9,697.5,DIFFER,0.0338,6.8,57.5,2023-09-13T11:10:10.000Z,2023-09-15T20:40:31.000Z,a6fd7eadc-c4f6-b2e1-5dc8-7e730c35b029,TFCCTF{645655000_port louis_15.09.2023_08:40_PM_697.5},TFCCTF{645655000_port louis_15.09.2023_08:40_PM_721.9}
0.3449,DRIFTING_LONGLINES,MING JINN TSAI NO6,416002156,TWN,donggang,126.7,127.7,DIFFER,0.0078,6.0,11.3,2023-09-06T02:40:00.000Z,2023-09-06T14:00:04.000Z,4c62463c3-3dd3-4e2e-fec9-f6313b8bb6a3,TFCCTF{416002156_donggang_06.09.2023_02:00_PM_127.7},TFCCTF{416002156_donggang_06.09.2023_02:00_PM_126.7}
0.3446,FISHING,LURONGYUYUN56388,412331319,CHN,shidao,122.7,114.6,DIFFER,0.0655,9.9,6.7,2023-09-17T10:20:31.000Z,2023-09-17T17:03:10.000Z,3b61831e8-82a2-9e3d-d346-571a43cf5a35,TFCCTF{412331319_shidao_17.09.2023_05:03_PM_114.6},TFCCTF{412331319_shidao_17.09.2023_05:03_PM_122.7}
0.3439,TUNA_PURSE_SEINES,DONIENE,224464000,ESP,port victoria,559.9,524.9,DIFFER,0.0626,11.2,27.1,2023-09-10T01:34:08.000Z,2023-09-11T04:40:09.000Z,4ed2ee532-2942-5479-c326-6d2ec2f32cde,TFCCTF{224464000_port victoria_11.09.2023_04:40_AM_524.9},TFCCTF{224464000_port victoria_11.09.2023_04:40_AM_559.9}
0.3432,DRIFTING_LONGLINES,ROBIN II,367507280,USA,honolulu,946.4,898.8,DIFFER,0.0503,7.6,67.6,2023-09-02T20:44:15.000Z,2023-09-05T16:17:25.000Z,bc5d1bf9f-fc74-750f-5651-58b9f5d700a5,TFCCTF{367507280_honolulu_05.09.2023_04:17_PM_898.8},TFCCTF{367507280_honolulu_05.09.2023_04:17_PM_946.4}
0.3408,TRAWLERS,UK2 ADRIAANTJE,244381000,NLD,thyboron,103.9,97.3,DIFFER,0.0634,8.9,6.3,2023-09-04T04:35:01.000Z,2023-09-04T10:52:02.000Z,79a134942-2de5-dc8b-02a3-eef887e02c85,TFCCTF{244381000_thyboron_04.09.2023_10:52_AM_97.3},TFCCTF{244381000_thyboron_04.09.2023_10:52_AM_103.9}
0.3381,FISHING,RISOEY,257324500,NOR,mandal,67.6,64.6,DIFFER,0.0451,7.2,5.1,2023-09-09T00:40:19.000Z,2023-09-09T05:43:48.000Z,a4bdd4efe-e538-4d33-d73e-28e216c92513,TFCCTF{257324500_mandal_09.09.2023_05:43_AM_64.6},TFCCTF{257324500_mandal_09.09.2023_05:43_AM_67.6}
0.3379,TRAWLERS,YUEHUILAIYU43358,412466397,CHN,shenquan,73.6,68.8,DIFFER,0.0656,9.4,4.2,2023-09-06T00:37:13.000Z,2023-09-06T04:49:42.000Z,55b79e9cc-c843-eb5b-087e-edf887133ffc,TFCCTF{412466397_shenquan_06.09.2023_04:49_AM_68.8},TFCCTF{412466397_shenquan_06.09.2023_04:49_AM_73.6}
0.3364,SET_GILLNETS,BOURIEL,672000398,TUN,bizerte,106.2,111.9,DIFFER,0.0515,7.6,7.6,2023-09-19T04:30:07.000Z,2023-09-19T12:04:01.000Z,2be752329-901c-25a9-e868-4ea6ea5db6ac,TFCCTF{672000398_bizerte_19.09.2023_12:04_PM_111.9},TFCCTF{672000398_bizerte_19.09.2023_12:04_PM_106.2}
0.3356,TRAWLERS,CARAPAU1,659424000,NAM,walvis bay,134.4,128.8,DIFFER,0.0422,7.0,10.3,2023-09-29T20:13:10.000Z,2023-09-30T06:31:01.000Z,b37ff6f7d-df54-28f9-c352-354822bc9327,TFCCTF{659424000_walvis bay_30.09.2023_06:31_AM_128.8},TFCCTF{659424000_walvis bay_30.09.2023_06:31_AM_134.4}
0.335,TRAWLERS,HM 110 ROSA LINE,219005878,DNK,hanstholm,58.8,60.7,DIFFER,0.0309,6.6,4.8,2023-08-31T22:36:15.000Z,2023-09-01T03:25:03.000Z,0f2e34723-3e1d-b20d-51d4-185519ec77bd,TFCCTF{219005878_hanstholm_01.09.2023_03:25_AM_60.7},TFCCTF{219005878_hanstholm_01.09.2023_03:25_AM_58.8}
