score,story,tail_score,name,tail,tail_why,mmsi,flag,geartype,dep_port,n_pv,prior_30d,n_fish,gap_h,kn,km_calc,km_gfw,dkm,exact1dp,fish_start,src,vid,flag_calc,flag_gfw
0.4959,0.4959,1.0,SOBA DAS IMBIAS,IMBIAS,wide glyph at index 1-2,511100893,PLW,OTHER_PURSE_SEINES,LUANDA,5,0,8,5.46,6.5,65.7,65.5,0.2,no,2023-09-02T00:17:37,agent8-fill,8f9fdb00c-ca79-26e2-f771-f0677cc332bc,TFCCTF{511100893_luanda_02.09.2023_12:17_AM_65.7},TFCCTF{511100893_luanda_02.09.2023_12:17_AM_65.5}
0.3929,0.7143,0.55,DONA ROSARIO,OSARIO,"wide glyph, wrong index",730153924,COL,TRAWLERS,BUENAVENTURA,2,0,54,6.67,6.96,85.9,86.0,0.1,no,2023-09-30T09:49:56,trawler-slice,4f3f1b78e-efb2-4029-0a43-bb19e9642bbd,TFCCTF{730153924_buenaventura_30.09.2023_09:49_AM_85.9},TFCCTF{730153924_buenaventura_30.09.2023_09:49_AM_86.0}
0.3587,0.6522,0.55,MIRANDA,IRANDA,"wide glyph, wrong index",735059629,ECU,NA,MANTA,2,0,2,22.89,9.68,410.4,410.1,0.3,no,2023-09-01T01:33:53,agent8-fill,fd79f51fe-e35d-8072-3cb0-a6ed228d3547,TFCCTF{735059629_manta_01.09.2023_01:33_AM_410.4},TFCCTF{735059629_manta_01.09.2023_01:33_AM_410.1}
0.25,0.25,1.0,BRITTANY DAWN,Y DAWN,wide glyph at index 1-2,338386114,USA,POLE_AND_LINE,CAPE MAY CORINTHIAN,6,0,1,5.04,13.9,129.7,127.7,2.0,no,2023-09-04T12:29:20,agent8-fill,bc9e1dfe5-543d-05ea-1eed-c4094bbb74ca,TFCCTF{338386114_cape may corinthian_04.09.2023_12:29_PM_129.7},TFCCTF{338386114_cape may corinthian_04.09.2023_12:29_PM_127.7}
0.2019,0.2019,1.0,KAVEKE KATAMILA,TAMILA,wide glyph at index 1-2,659349000,NAM,SET_LONGLINES,WALVIS BAY,2,1,93,17.07,8.99,284.2,283.6,0.6,no,2023-09-23T03:04:22,longline-slice,b97b95a78-83ff-a045-c45b-5d635e9a673a,TFCCTF{659349000_walvis bay_23.09.2023_03:04_AM_284.2},TFCCTF{659349000_walvis bay_23.09.2023_03:04_AM_283.6}
0.1944,0.1944,1.0,OCEAN SNIPER,SNIPER,wide glyph at index 1-2,634156000,KEN,SET_LONGLINES,MOMBASA,2,1,110,10.61,7.79,153.0,152.3,0.7,no,2023-09-16T22:42:01,longline-slice,5387a0ae6-6cc8-74ca-ed45-e1cab8dbe0b8,TFCCTF{634156000_mombasa_16.09.2023_10:42_PM_153.0},TFCCTF{634156000_mombasa_16.09.2023_10:42_PM_152.3}
0.1858,0.1858,1.0,MIN GUK HO,GUK HO,wide glyph at index 1-2,440066620,KOR,SET_GILLNETS,GURYONGPO,13,0,24,5.92,8.96,98.2,96.8,1.4,no,2023-09-29T09:03:54,agent8-fill,763b5eeb1-11ff-db92-2c25-2a312caa680d,TFCCTF{440066620_guryongpo_29.09.2023_09:03_AM_98.2},TFCCTF{440066620_guryongpo_29.09.2023_09:03_AM_96.8}
0.1731,0.3846,0.45,DUX,DUX,"wide glyph at index 1-2, too short to be cut",630123009,GNB,TRAWLERS,BISSAU,6,0,71,8.94,10.29,170.3,170.9,0.6,no,2023-09-02T11:10:31,trawler-slice,ddede9953-3f41-0464-60f7-dd305ee6621a,TFCCTF{630123009_bissau_02.09.2023_11:10_AM_170.3},TFCCTF{630123009_bissau_02.09.2023_11:10_AM_170.9}
0.1678,0.4196,0.4,YURYO MARU NO18,U NO18,"wide glyph at index 1-2, digits in tail",431009476,JPN,FIXED_GEAR,KUSHIRO,5,0,3,5.62,7.21,75.1,74.5,0.6,no,2023-09-27T12:33:09,agent8-fill,6deb10417-77d2-0dba-3a05-6791d7205783,TFCCTF{431009476_kushiro_27.09.2023_12:33_PM_75.1},TFCCTF{431009476_kushiro_27.09.2023_12:33_PM_74.5}
0.1608,0.1608,1.0,KING KAULUMA,AULUMA,wide glyph at index 1-2,659262000,NAM,SET_LONGLINES,WALVIS BAY,2,1,93,27.02,6.86,343.2,342.3,0.9,no,2023-09-03T14:41:14,longline-slice,9dc659c84-4ba7-1628-bd05-4708cef248eb,TFCCTF{659262000_walvis bay_03.09.2023_02:41_PM_343.2},TFCCTF{659262000_walvis bay_03.09.2023_02:41_PM_342.3}
0.15,0.6818,0.22,LURONGYU59887,U59887,"wide glyph, wrong index, digits in tail",412337668,CHN,SQUID_JIGGER,SHIDAO,2,0,37,5.61,6.26,65.1,65.3,0.2,no,2023-09-01T10:25:23,agent8-fill,c08ffefc9-90a8-ab81-24f9-8b18715e18af,TFCCTF{412337668_shidao_01.09.2023_10:25_AM_65.1},TFCCTF{412337668_shidao_01.09.2023_10:25_AM_65.3}
0.1397,0.6349,0.22,ZHELINGYU23751,U23751,"wide glyph, wrong index, digits in tail",412416249,CHN,TRAWLERS,TAIZHOU,1,0,83,4.19,6.28,48.7,49.4,0.7,no,2023-09-16T08:58:22,trawler-slice,959e4a692-244c-1a5a-c65b-2d333d44600c,TFCCTF{412416249_taizhou_16.09.2023_08:58_AM_48.7},TFCCTF{412416249_taizhou_16.09.2023_08:58_AM_49.4}
0.1245,0.2264,0.55,ADRIANA,DRIANA,"wide glyph, wrong index",735058904,ECU,TUNA_PURSE_SEINES,MANTA,4,0,12,21.91,7.08,287.2,283.9,3.3,no,2023-09-24T01:58:01,agent8-fill,3d7b3c8fa-a636-ba75-f408-8f86d4e71537,TFCCTF{735058904_manta_24.09.2023_01:58_AM_287.2},TFCCTF{735058904_manta_24.09.2023_01:58_AM_283.9}
0.1232,0.1232,1.0,TOUAJIL,OUAJIL,wide glyph at index 1-2,654045600,MRT,TRAWLERS,CANSADO,5,1,42,12.45,6.78,156.3,157.4,1.1,no,2023-09-09T07:09:37,trawler-slice,4fcfbeb99-92d9-155a-d1e4-4ebce24dc5f8,TFCCTF{654045600_cansado_09.09.2023_07:09_AM_156.3},TFCCTF{654045600_cansado_09.09.2023_07:09_AM_157.4}
0.1116,0.2479,0.45,RIO MAU,IO MAU,"wide glyph at index 1-2, too short to be cut",242328400,MAR,TRAWLERS,TANGIER,5,0,108,4.83,10.99,98.3,95.9,2.4,no,2023-09-01T05:52:52,trawler-slice,73046821e-e329-fb9f-7278-69051e0d0783,TFCCTF{242328400_tangier_01.09.2023_05:52_AM_98.3},TFCCTF{242328400_tangier_01.09.2023_05:52_AM_95.9}
0.108,0.108,1.0,STELLA MARIS, MARIS,wide glyph at index 1-2,204218000,PRT,FIXED_GEAR,CANSADO,5,0,240,7.29,7.08,95.5,103.6,8.1,no,2023-09-01T21:20:19,agent8-fill,2af2483ab-b2a5-ace0-3b6d-e274ec0065b6,TFCCTF{204218000_cansado_01.09.2023_09:20_PM_95.5},TFCCTF{204218000_cansado_01.09.2023_09:20_PM_103.6}
0.1046,0.2614,0.4,YUH CHANG NO  11,NO  11,"wide glyph at index 1-2, digits in tail",123456,,INCONCLUSIVE,APIA,3,0,162,15.99,7.38,218.5,221.6,3.1,no,2023-09-04T19:52:12,agent8-fill,8388674d1-16fd-2dc4-fe13-26807822b939,TFCCTF{123456_apia_04.09.2023_07:52_PM_218.5},TFCCTF{123456_apia_04.09.2023_07:52_PM_221.6}
0.0943,0.4286,0.22,YUEHUILAIYU43057,U43057,"wide glyph, wrong index, digits in tail",412466953,CHN,TRAWLERS,SHENQUAN,1,0,17,4.37,6.34,51.4,53.4,2.0,no,2023-09-06T04:40:08,trawler-slice,c0e5c7f8a-a5a8-cc9b-169a-a95b82f8a65a,TFCCTF{412466953_shenquan_06.09.2023_04:40_AM_51.4},TFCCTF{412466953_shenquan_06.09.2023_04:40_AM_53.4}
0.0851,0.2127,0.4,CHUBEI MARU NO.21, NO.21,"wide glyph at index 1-2, digits in tail",431200417,JPN,SET_GILLNETS,SHIMODA,3,0,12,28.93,6.86,367.4,364.2,3.2,no,2023-09-10T23:49:47,agent8-fill,26d5745db-bded-076f-f6b9-b9df31a8536c,TFCCTF{431200417_shimoda_10.09.2023_11:49_PM_367.4},TFCCTF{431200417_shimoda_10.09.2023_11:49_PM_364.2}
0.0752,0.3419,0.22,YUEHUILAIYU43516,U43516,"wide glyph, wrong index, digits in tail",412466262,CHN,TRAWLERS,SHENQUAN,3,0,43,5.47,6.2,62.8,60.9,1.9,no,2023-09-06T06:02:37,trawler-slice,a93807855-5782-e925-1c4b-947135491051,TFCCTF{412466262_shenquan_06.09.2023_06:02_AM_62.8},TFCCTF{412466262_shenquan_06.09.2023_06:02_AM_60.9}
0.0751,0.1878,0.4,PEONY-4,EONY-4,"wide glyph at index 1-2, digits in tail",242068400,MAR,TRAWLERS,DAKHLA,3,0,56,5.59,9.51,98.4,93.3,5.1,no,2023-09-01T00:04:29,agent8-fill,f92fefa95-584a-70a2-a4be-ac86e8543128,TFCCTF{242068400_dakhla_01.09.2023_12:04_AM_98.4},TFCCTF{242068400_dakhla_01.09.2023_12:04_AM_93.3}
0.0705,0.3205,0.22,HANYI 23,NYI 23,"wide glyph, wrong index, digits in tail",412549113,CHN,SQUID_JIGGER,CALLAO,1,0,100,30.56,8.41,476.2,478.4,2.2,no,2023-09-04T01:00:01,agent8-fill,e8b27ea3d-d7ed-dfb6-7ae3-e2df408677e3,TFCCTF{412549113_callao_04.09.2023_01:00_AM_476.2},TFCCTF{412549113_callao_04.09.2023_01:00_AM_478.4}
0.0694,0.0694,1.0,AURORA B,RORA B,wide glyph at index 1-2,224651000,ESP,TUNA_PURSE_SEINES,NUKU HIVA,5,1,1,4.62,8.1,69.2,72.7,3.5,no,2023-09-26T21:38:25,agent8-fill,7f0cd9481-1962-2a84-5908-521bd85eb17e,TFCCTF{224651000_nuku hiva_26.09.2023_09:38_PM_69.2},TFCCTF{224651000_nuku hiva_26.09.2023_09:38_PM_72.7}
0.0688,0.1721,0.4,PU YUAN818,UAN818,"wide glyph at index 1-2, digits in tail",412420249,CHN,SQUID_JIGGER,CALLAO,1,0,88,41.94,6.21,482.7,486.4,3.7,no,2023-09-01T23:17:00,agent8-fill,4e98f8510-0035-6bd5-89b5-b0882598c934,TFCCTF{412420249_callao_01.09.2023_11:17_PM_482.7},TFCCTF{412420249_callao_01.09.2023_11:17_PM_486.4}
0.0639,0.0639,1.0,GRAN VENTURA,ENTURA,wide glyph at index 1-2,710783461,BRA,SET_LONGLINES,SANTOS,3,1,58,5.18,7.45,71.6,66.3,5.3,no,2023-09-21T19:51:12,longline-slice,91a20d0b1-1e71-c632-a71e-d542c336a679,TFCCTF{710783461_santos_21.09.2023_07:51_PM_71.6},TFCCTF{710783461_santos_21.09.2023_07:51_PM_66.3}
0.0625,0.0625,1.0,ATLANTIC ORION, ORION,wide glyph at index 1-2,312833000,BLZ,TRAWLERS,CANSADO,10,1,392,7.52,7.14,99.6,101.8,2.2,no,2023-09-03T00:30:12,trawler-slice,a06fb787c-cbbf-afae-504c-96ea92d49e57,TFCCTF{312833000_cansado_03.09.2023_12:30_AM_99.6},TFCCTF{312833000_cansado_03.09.2023_12:30_AM_101.8}
0.0621,0.1129,0.55,NINO MARTINS III,NS III,"wide glyph, wrong index",710280520,BRA,TRAWLERS,ITAJAI,6,1,30,4.94,6.57,60.2,61.3,1.1,no,2023-09-09T00:01:38,trawler-slice,ba7f315c3-3c1d-4e44-29ac-baf2084f97ee,TFCCTF{710280520_itajai_09.09.2023_12:01_AM_60.2},TFCCTF{710280520_itajai_09.09.2023_12:01_AM_61.3}
0.0579,0.0579,1.0,EXECUTIONER,TIONER,wide glyph at index 1-2,316031783,CAN,TRAWLERS,ST JOHN'S,19,1,71,19.26,7.94,283.2,282.3,0.9,no,2023-09-25T13:16:14,trawler-slice,ee758e369-9482-9f54-0f6e-0f000204a974,TFCCTF{316031783_st john's_25.09.2023_01:16_PM_283.2},TFCCTF{316031783_st john's_25.09.2023_01:16_PM_282.3}
0.0577,0.0577,1.0,SHINSEI MARU,I MARU,wide glyph at index 1-2,431006207,JPN,SET_GILLNETS,FUKUI,7,2,6,4.25,7.64,60.2,61.0,0.8,no,2023-09-02T13:40:55,agent8-fill,f6ba2481a-a265-bd19-7d0a-4991c9ac0c7b,TFCCTF{431006207_fukui_02.09.2023_01:40_PM_60.2},TFCCTF{431006207_fukui_02.09.2023_01:40_PM_61.0}
0.05,0.25,0.2,MYS MURAVJEVA,AVJEVA,no wide glyph,273892200,RUS,TRAWLERS,PETROPAVLOVSK,2,0,99,5.07,10.48,98.5,94.5,4.0,no,2023-09-28T20:32:05,trawler-slice,bf434a1b5-5195-f66e-131a-2f3e0a99ea8b,TFCCTF{273892200_petropavlovsk_28.09.2023_08:32_PM_98.5},TFCCTF{273892200_petropavlovsk_28.09.2023_08:32_PM_94.5}
0.05,0.05,1.0,RIODOMAR CUARTO,CUARTO,wide glyph at index 1-2,224009000,ESP,TRAWLERS,CANSADO,6,1,141,8.54,7.99,126.5,131.5,5.0,no,2023-09-03T20:06:26,agent8-fill,f98e773d9-9f32-9ebb-15d9-21c905db40b0,TFCCTF{224009000_cansado_03.09.2023_08:06_PM_126.5},TFCCTF{224009000_cansado_03.09.2023_08:06_PM_131.5}
0.049,0.049,1.0,RESOLUTE,SOLUTE,wide glyph at index 1-2,368040810,USA,TROLLERS,RUBY ISLAND,5,1,8,4.97,6.92,63.7,69.5,5.8,no,2023-09-09T06:39:17,agent8-fill,29b800ebe-e1b1-1d21-10f2-81cabe585b79,TFCCTF{368040810_ruby island_09.09.2023_06:39_AM_63.7},TFCCTF{368040810_ruby island_09.09.2023_06:39_AM_69.5}
0.0479,0.1197,0.4,ALPHA PECHE-1,ECHE-1,"wide glyph at index 1-2, digits in tail",654005800,MRT,TRAWLERS,CANSADO,7,1,26,5.59,9.51,98.5,99.2,0.7,no,2023-09-05T05:54:34,trawler-slice,4d8bd2c0c-c5dd-4420-0434-f224813f9c6d,TFCCTF{654005800_cansado_05.09.2023_05:54_AM_98.5},TFCCTF{654005800_cansado_05.09.2023_05:54_AM_99.2}
0.0477,0.0477,1.0,MARIA TATIANA II,ANA II,wide glyph at index 1-2,735057853,ECU,DRIFTING_LONGLINES,MANTA,5,0,72,25.04,6.45,299.2,319.1,19.9,no,2023-09-01T15:47:45,agent8-fill,fccece3c8-8d63-f847-b218-bd4ede1a1a8b,TFCCTF{735057853_manta_01.09.2023_03:47_PM_299.2},TFCCTF{735057853_manta_01.09.2023_03:47_PM_319.1}
0.0454,0.0454,1.0,LUCA MARIO, MARIO,wide glyph at index 1-2,701042000,ARG,TRAWLERS,MAR DEL PLATA,3,0,125,14.35,12.81,340.5,313.1,27.4,no,2023-09-16T11:39:49,trawler-slice,a70e1cbba-a2eb-73c3-39a2-6635cad8f28d,TFCCTF{701042000_mar del plata_16.09.2023_11:39_AM_340.5},TFCCTF{701042000_mar del plata_16.09.2023_11:39_AM_313.1}
0.0444,0.2019,0.22,ZHEPUYU21105,U21105,"wide glyph, wrong index, digits in tail",412422638,CHN,TRAWLERS,NINGBO,2,1,47,4.02,7.29,54.3,53.7,0.6,no,2023-09-03T12:46:01,trawler-slice,5faa96a0d-d430-7184-6cb7-79ccbe331f3e,TFCCTF{412422638_ningbo_03.09.2023_12:46_PM_54.3},TFCCTF{412422638_ningbo_03.09.2023_12:46_PM_53.7}
0.0423,0.0769,0.55,NP MYRA Q,MYRA Q,"wide glyph, wrong index",247118500,ITA,INCONCLUSIVE,BISSAU,4,0,9,12.96,7.06,169.4,183.0,13.6,no,2023-09-07T08:58:59,agent8-fill,bad5bdac7-7d3d-c6be-f2af-3d2989cbdd4c,TFCCTF{247118500_bissau_07.09.2023_08:58_AM_169.4},TFCCTF{247118500_bissau_07.09.2023_08:58_AM_183.0}
0.042,0.1909,0.22,YUEHUILAIYU43428,U43428,"wide glyph, wrong index, digits in tail",412466888,CHN,TRAWLERS,SHENQUAN,4,1,63,4.21,9.08,70.7,70.9,0.2,no,2023-09-06T04:14:53,trawler-slice,dd74e6148-83f1-bb54-5dc4-9f1150278ed2,TFCCTF{412466888_shenquan_06.09.2023_04:14_AM_70.7},TFCCTF{412466888_shenquan_06.09.2023_04:14_AM_70.9}
0.0419,0.0419,1.0,DRYSDALE,YSDALE,wide glyph at index 1-2,512002241,NZL,TRAWLERS,BLUFF,5,0,13,36.52,7.53,509.6,494.5,15.1,no,2023-09-08T14:51:54,trawler-slice,25afafb42-2727-ace5-89f1-d037188dd77d,TFCCTF{512002241_bluff_08.09.2023_02:51_PM_509.6},TFCCTF{512002241_bluff_08.09.2023_02:51_PM_494.5}
0.04,0.1,0.4,JIN HUI 9, HUI 9,"wide glyph at index 1-2, digits in tail",412371182,CHN,TUNA_PURSE_SEINES,TARAWA,8,1,114,4.26,11.83,93.3,92.3,1.0,no,2023-09-01T03:12:05,agent8-fill,45f393d18-8067-88c8-b77e-b9892edb228f,TFCCTF{412371182_tarawa_01.09.2023_03:12_AM_93.3},TFCCTF{412371182_tarawa_01.09.2023_03:12_AM_92.3}
0.0384,0.1744,0.22,LURONGYU58707,U58707,"wide glyph, wrong index, digits in tail",412328502,CHN,TRAWLERS,SHIDAO,2,0,37,5.57,6.54,67.4,74.0,6.6,no,2023-09-13T19:16:00,trawler-slice,04e4a79f5-506a-ddd2-d91e-40bcc1ee47cd,TFCCTF{412328502_shidao_13.09.2023_07:16_PM_67.4},TFCCTF{412328502_shidao_13.09.2023_07:16_PM_74.0}
0.038,0.0691,0.55,KMN.MEKAR JAYA BHR,YA BHR,"wide glyph, wrong index",525400937,IDN,INCONCLUSIVE,DOBO,2,1,2,4.61,10.27,87.7,82.1,5.6,no,2023-09-03T01:47:31,agent8-fill,3e61166da-a8bf-f32e-2615-67ef14967d53,TFCCTF{525400937_dobo_03.09.2023_01:47_AM_87.7},TFCCTF{525400937_dobo_03.09.2023_01:47_AM_82.1}
0.038,0.038,1.0,HAMATOMARU,TOMARU,wide glyph at index 1-2,431011869,JPN,SET_LONGLINES,SHIMODA,6,1,2,7.98,6.95,102.8,95.6,7.2,no,2023-09-29T23:16:09,longline-slice,4349bf2cc-c814-54cf-de6b-800a44232df2,TFCCTF{431011869_shimoda_29.09.2023_11:16_PM_102.8},TFCCTF{431011869_shimoda_29.09.2023_11:16_PM_95.6}
0.0363,0.0363,1.0,BLAENGUR,AENGUR,wide glyph at index 1-2,251063000,ISL,TRAWLERS,NESKAUPSTADUR,11,2,226,5.32,11.24,110.8,112.2,1.4,no,2023-09-02T03:29:14,trawler-slice,0a99c941d-dfcc-be43-c589-e1070728b268,TFCCTF{251063000_neskaupstadur_02.09.2023_03:29_AM_110.8},TFCCTF{251063000_neskaupstadur_02.09.2023_03:29_AM_112.2}
0.0363,0.0363,1.0,NAOEROSUN,EROSUN,wide glyph at index 1-2,544102120,NRU,TUNA_PURSE_SEINES,LONDON,7,1,2,4.48,13.24,109.8,116.7,6.9,no,2023-09-27T05:19:42,agent8-fill,8ef6574ff-f5f1-f6c9-a61a-9c900273e3a6,TFCCTF{544102120_london_27.09.2023_05:19_AM_109.8},TFCCTF{544102120_london_27.09.2023_05:19_AM_116.7}
0.0358,0.0358,1.0,KAPITAN BOGOMOLOV,OMOLOV,wide glyph at index 1-2,273528800,RUS,TRAWLERS,DAKHLA,11,1,254,7.41,10.57,144.9,149.8,4.9,no,2023-09-01T11:35:55,trawler-slice,57871468a-a994-35af-afb7-b9a23d9ed3aa,TFCCTF{273528800_dakhla_01.09.2023_11:35_AM_144.9},TFCCTF{273528800_dakhla_01.09.2023_11:35_AM_149.8}
0.0346,0.0769,0.45,DORADO,DORADO,"wide glyph at index 1-2, too short to be cut",630123008,GNB,TRAWLERS,BANJUL,8,1,115,5.65,7.25,75.9,77.8,1.9,no,2023-09-26T17:42:51,trawler-slice,9f385c9f2-2c79-03a5-d112-814e9b8bc733,TFCCTF{630123008_banjul_26.09.2023_05:42_PM_75.9},TFCCTF{630123008_banjul_26.09.2023_05:42_PM_77.8}
0.0316,0.0575,0.55,ARGENOVA IX,OVA IX,"wide glyph, wrong index",701000949,ARG,TRAWLERS,PUERTO DESEADO,11,1,131,16.42,7.77,236.3,234.0,2.3,no,2023-09-03T03:27:42,trawler-slice,3fae377de-eae4-560c-1b54-973d59034c93,TFCCTF{701000949_puerto deseado_03.09.2023_03:27_AM_236.3},TFCCTF{701000949_puerto deseado_03.09.2023_03:27_AM_234.0}
0.0315,0.0315,1.0,SALVADOR R,ADOR R,wide glyph at index 1-2,701006409,ARG,TRAWLERS,MAR DEL PLATA,17,2,74,16.46,6.87,209.3,208.4,0.9,no,2023-09-08T07:31:11,trawler-slice,3e1948598-8f20-eab0-184e-0325bada32a0,TFCCTF{701006409_mar del plata_08.09.2023_07:31_AM_209.3},TFCCTF{701006409_mar del plata_08.09.2023_07:31_AM_208.4}
0.0304,0.0553,0.55,YUH YOW - A,OW - A,"wide glyph, wrong index",200042058,,DRIFTING_LONGLINES,APIA,5,3,113,19.88,7.5,276.0,275.7,0.3,no,2023-09-23T20:16:22,longline-slice,c10707ccd-df5a-71a6-4eee-21f321049b52,TFCCTF{200042058_apia_23.09.2023_08:16_PM_276.0},TFCCTF{200042058_apia_23.09.2023_08:16_PM_275.7}
0.0287,0.0287,1.0,COSTA DE S. JORGE, JORGE,wide glyph at index 1-2,204862000,PRT,DRIFTING_LONGLINES,WALVIS BAY,2,1,68,32.23,6.64,396.5,408.1,11.6,no,2023-09-14T23:53:20,longline-slice,e85787239-9147-90b7-19b2-d00862427fc8,TFCCTF{204862000_walvis bay_14.09.2023_11:53_PM_396.5},TFCCTF{204862000_walvis bay_14.09.2023_11:53_PM_408.1}
0.0287,0.0287,1.0,BOURIEL,OURIEL,wide glyph at index 1-2,672000398,TUN,SET_GILLNETS,BIZERTE,13,1,50,7.57,7.58,106.2,111.9,5.7,no,2023-09-19T12:04:01,agent8-fill,2be752329-901c-25a9-e868-4ea6ea5db6ac,TFCCTF{672000398_bizerte_19.09.2023_12:04_PM_106.2},TFCCTF{672000398_bizerte_19.09.2023_12:04_PM_111.9}
0.0275,0.05,0.55,SUENO REAL,O REAL,"wide glyph, wrong index",701007001,ARG,TRAWLERS,MAR DEL PLATA,19,0,88,5.14,10.33,98.4,90.8,7.6,no,2023-09-09T20:53:25,trawler-slice,5d6e5ee82-2b76-0954-bc44-dd4ad14bc611,TFCCTF{701007001_mar del plata_09.09.2023_08:53_PM_98.4},TFCCTF{701007001_mar del plata_09.09.2023_08:53_PM_90.8}
0.0273,0.3409,0.08,ZITA KR19,A KR19,"no wide glyph, digits in tail",219004002,DNK,SET_GILLNETS,HIRTSHALS,2,0,2,4.12,6.46,49.3,46.9,2.4,no,2023-09-01T01:37:20,agent8-fill,190eaf9dc-cdd2-6620-e23c-42ade915a339,TFCCTF{219004002_hirtshals_01.09.2023_01:37_AM_49.3},TFCCTF{219004002_hirtshals_01.09.2023_01:37_AM_46.9}
0.0266,0.0666,0.4,EMPESUR 5,ESUR 5,"wide glyph at index 1-2, digits in tail",701006204,ARG,TRAWLERS,PUERTO DESEADO,11,0,79,15.34,8.45,240.0,248.6,8.6,no,2023-09-09T16:26:44,trawler-slice,c0b4d0901-1d14-1545-5558-8941331dd960,TFCCTF{701006204_puerto deseado_09.09.2023_04:26_PM_240.0},TFCCTF{701006204_puerto deseado_09.09.2023_04:26_PM_248.6}
0.0259,0.1176,0.22,IMULA 1668 MTR,68 MTR,"wide glyph, wrong index, digits in tail",417166841,LKA,INCONCLUSIVE,MARISSA,4,0,6,8.49,6.78,106.6,114.8,8.2,no,2023-09-23T18:52:54,agent8-fill,9d790bcf6-6751-d156-714c-dfe48864289c,TFCCTF{417166841_marissa_23.09.2023_06:52_PM_106.6},TFCCTF{417166841_marissa_23.09.2023_06:52_PM_114.8}
0.0258,0.0469,0.55,HOSANNA,OSANNA,"wide glyph, wrong index",771420567,,DRIFTING_LONGLINES,COLOMBO,1,1,4,9.16,8.84,149.8,160.6,10.8,no,2023-09-18T06:57:19,longline-slice,e22acd42f-f5f9-e994-9301-17ea58f5ef86,TFCCTF{771420567_colombo_18.09.2023_06:57_AM_149.8},TFCCTF{771420567_colombo_18.09.2023_06:57_AM_160.6}
0.0257,0.1167,0.22,ZHEPUYU12888,U12888,"wide glyph, wrong index, digits in tail",412410545,CHN,FISHING,NINGBO,3,2,108,5.14,6.62,63.0,63.0,0.0,yes,2023-09-04T12:54:38,longline-slice,5a469c8b3-3f18-84aa-ab01-b7078430032b,TFCCTF{412410545_ningbo_04.09.2023_12:54_PM_63.0},TFCCTF{412410545_ningbo_04.09.2023_12:54_PM_63.0}
0.0231,0.042,0.55,BACALAM,ACALAM,"wide glyph, wrong index",630124008,GNB,TRAWLERS,BISSAU,7,1,41,10.15,8.67,162.9,168.6,5.7,no,2023-09-01T02:12:50,trawler-slice,1ea684eb3-34e7-885e-a813-29bcbce1f753,TFCCTF{630124008_bissau_01.09.2023_02:12_AM_162.9},TFCCTF{630124008_bissau_01.09.2023_02:12_AM_168.6}
0.0228,0.0228,1.0,MI PUERTO,PUERTO,wide glyph at index 1-2,730152116,COL,FISHING,BUENAVENTURA,4,2,3,25.46,6.16,290.4,283.7,6.7,no,2023-09-11T17:43:51,longline-slice,bcce9aca7-7d2d-10e8-650a-61a2ab2204ea,TFCCTF{730152116_buenaventura_11.09.2023_05:43_PM_290.4},TFCCTF{730152116_buenaventura_11.09.2023_05:43_PM_283.7}
0.0225,0.1125,0.2,CALVERT,ALVERT,no wide glyph,316041841,CAN,TRAWLERS,ST JOHN'S,5,0,106,9.38,12.39,215.2,207.5,7.7,no,2023-09-07T01:15:15,trawler-slice,01ae3291b-b1fa-2e4b-f162-a84d87d5276e,TFCCTF{316041841_st john's_07.09.2023_01:15_AM_215.2},TFCCTF{316041841_st john's_07.09.2023_01:15_AM_207.5}
0.0224,0.0224,1.0,NO5. ASASHIOMARU,IOMARU,wide glyph at index 1-2,431200534,JPN,SET_GILLNETS,SHIMODA,10,3,16,10.49,13.49,262.0,260.1,1.9,no,2023-09-10T17:19:10,agent8-fill,05bf7eef2-2c65-453a-dc4f-fb713210d8c6,TFCCTF{431200534_shimoda_10.09.2023_05:19_PM_262.0},TFCCTF{431200534_shimoda_10.09.2023_05:19_PM_260.1}
0.0221,0.0221,1.0,DONIENE,ONIENE,wide glyph at index 1-2,224464000,ESP,TUNA_PURSE_SEINES,PORT VICTORIA,7,0,2,27.1,11.16,559.9,524.9,35.0,no,2023-09-11T04:40:09,agent8-fill,4ed2ee532-2942-5479-c326-6d2ec2f32cde,TFCCTF{224464000_port victoria_11.09.2023_04:40_AM_559.9},TFCCTF{224464000_port victoria_11.09.2023_04:40_AM_524.9}
0.022,0.0488,0.45,AOTEA,AOTEA,"wide glyph at index 1-2, too short to be cut",512011281,NZL,SET_GILLNETS,NEW PLYMOUTH,15,1,50,4.72,6.67,58.2,56.1,2.1,no,2023-09-07T01:10:39,agent8-fill,34eaef359-96de-9ea5-c229-1d1956bba62f,TFCCTF{512011281_new plymouth_07.09.2023_01:10_AM_58.2},TFCCTF{512011281_new plymouth_07.09.2023_01:10_AM_56.1}
0.022,0.022,1.0,JIN YEU SHUENN,SHUENN,wide glyph at index 1-2,416003278,TWN,SET_LONGLINES,KEELUNG,9,1,85,11.07,7.55,154.8,144.1,10.7,no,2023-09-06T10:34:36,agent8-fill,f69e1a416-67e4-d991-f014-a8095908d539,TFCCTF{416003278_keelung_06.09.2023_10:34_AM_154.8},TFCCTF{416003278_keelung_06.09.2023_10:34_AM_144.1}
