score,geartype,name,mmsi,flag,port,km,gfw_nearest_km,kn,gap_h,depart_utc,fish_utc,n_port,n_fish,vessel_id,flag_guess
0.474,FISHING,ZHEYUYU32333,412415062,CHN,pishandao,416.1,269.3,7.8,28.9,2023-09-05T08:12:39.000Z,2023-09-06T13:07:25.000Z,,,48f49ca94-46e9-1b1f-1814-e2caa52f7e01,TFCCTF{412415062_pishandao_06.09.2023_01:07_PM_416.1}
0.474,FIXED_GEAR,CHUANN CHUANN NO9527,416004289,TWN,shen ao,180.7,171.6,6.7,14.6,2023-09-05T16:43:37.000Z,2023-09-06T07:22:23.000Z,,,b4a82a2c6-6200-91fd-ac76-7faef7bb47fb,TFCCTF{416004289_shen ao_06.09.2023_07:22_AM_180.7}
0.473,DRIFTING_LONGLINES,KILAUEA,368144000,USA,honolulu,198.6,146.6,7.4,14.5,2023-09-21T01:50:51.000Z,2023-09-21T16:19:48.000Z,,,63ab40346-69df-1340-8cad-5e7bc6e3e35e,TFCCTF{368144000_honolulu_21.09.2023_04:19_PM_198.6}
0.473,TRAWLERS,ZHELINGYU13067,412417495,CHN,taizhou,402.8,253.4,7.9,27.6,2023-09-04T04:22:11.000Z,2023-09-05T08:01:04.000Z,,,885084c85-5971-1d35-68ef-f53bba7d54bd,TFCCTF{412417495_taizhou_05.09.2023_08:01_AM_402.8}
0.473,TRAWLERS,ATLANTIK,273427500,RUS,retinskoe,220.2,127.2,9.3,12.8,2023-09-01T19:53:54.000Z,2023-09-02T08:44:11.000Z,,,056fd8f0a-a655-97af-89ea-21b95089f21a,TFCCTF{273427500_retinskoe_02.09.2023_08:44_AM_220.2}
0.473,OTHER_PURSE_SEINES,FV MAVERICK,512009866,NZL,bluff,76.0,77.6,8.9,4.6,2023-09-01T02:17:07.000Z,2023-09-01T06:52:05.000Z,,,0741fe3e1-1581-c3cf-9af7-a3380cf840c0,TFCCTF{512009866_bluff_01.09.2023_06:52_AM_76.0}
0.472,TRAWLERS,ZHELINGYU91019,412417558,CHN,taizhou,240.4,181.0,7.3,17.9,2023-09-04T07:40:13.000Z,2023-09-05T01:32:04.000Z,,,5a0b33034-4a99-0ae7-5e67-f0f8c074b95f,TFCCTF{412417558_taizhou_05.09.2023_01:32_AM_240.4}
0.472,FISHING,PROUD MARY,316041939,CAN,east gloucester,294.5,212.7,7.4,21.5,2023-09-04T05:11:45.000Z,2023-09-05T02:42:44.000Z,,,2ae86db6a-a4eb-0832-f7a5-718fdbe93fb8,TFCCTF{316041939_east gloucester_05.09.2023_02:42_AM_294.5}
0.471,TRAWLERS,OTTER BANK F/V,228425700,FRA,torshavn,87.2,80.0,10.8,4.4,2023-09-04T17:00:00.000Z,2023-09-04T21:22:40.000Z,,,b17b91951-1c99-a7ee-d930-86a4865e34f0,TFCCTF{228425700_torshavn_04.09.2023_09:22_PM_87.2}
0.471,TRAWLERS,ZHELINGYU95016,412417748,CHN,taizhou,404.9,251.1,7.9,27.7,2023-09-04T04:23:19.000Z,2023-09-05T08:02:38.000Z,,,4a202fce9-9c20-7d5e-1feb-61531c06bbd4,TFCCTF{412417748_taizhou_05.09.2023_08:02_AM_404.9}
0.471,FISHING,ZHEPUYU72778,412423509,CHN,zhoushan,259.2,177.4,7.6,18.5,2023-09-04T02:27:08.000Z,2023-09-04T20:58:23.000Z,,,8cac8c446-64f9-26e1-c025-25d7cfc22b11,TFCCTF{412423509_zhoushan_04.09.2023_08:58_PM_259.2}
0.471,FISHING,SU QI YU 02308,412352522,CHN,lusi,290.3,181.8,12.1,12.9,2023-09-15T14:19:38.000Z,2023-09-16T03:14:47.000Z,,,a631a1676-607c-e198-6502-ffa8878299b3,TFCCTF{412352522_lusi_16.09.2023_03:14_AM_290.3}
0.47,POLE_AND_LINE,CG 26342,338926942,USA,portland me,219.8,132.1,8.6,13.8,2023-09-01T21:55:24.000Z,2023-09-02T11:41:30.000Z,,,a9515cd95-558d-e093-b007-b930bc6583f6,TFCCTF{338926942_portland me_02.09.2023_11:41_AM_219.8}
0.469,FISHING,ZHELINGYU29989,412416911,CHN,taizhou,502.7,295.0,8.1,33.5,2023-09-04T15:28:57.000Z,2023-09-06T00:57:19.000Z,,,4867a82dd-d735-9dda-bc43-3152cec53212,TFCCTF{412416911_taizhou_06.09.2023_12:57_AM_502.7}
0.468,FISHING,ZHE LIN YU 21597,412413554,CHN,gouqi island,191.3,157.9,7.0,14.8,2023-09-03T06:20:41.000Z,2023-09-03T21:07:26.000Z,,,a313c26db-bdf7-5696-9b9d-6097a16212a3,TFCCTF{412413554_gouqi island_03.09.2023_09:07_PM_191.3}
0.468,TRAWLERS,11081,412416505,CHN,taizhou,263.7,164.3,7.9,18.1,2023-09-04T10:22:36.000Z,2023-09-05T04:29:35.000Z,,,b1cbefd9f-f137-238b-e967-cdc30f3c7017,TFCCTF{412416505_taizhou_05.09.2023_04:29_AM_263.7}
0.467,FISHING,ZHEPUYU28687,412423588,CHN,zhoushan,362.2,213.0,8.1,24.2,2023-09-21T14:47:41.000Z,2023-09-22T15:00:21.000Z,,,22d641365-50e1-60ad-e788-b62c3d282896,TFCCTF{412423588_zhoushan_22.09.2023_03:00_PM_362.2}
0.467,FISHING,ZHEDAIYU15307,412420714,CHN,zhoushan,391.9,280.1,7.4,28.6,2023-09-03T04:36:56.000Z,2023-09-04T09:15:05.000Z,,,9c21178ba-ae98-9184-3a2e-6f381a3bc2df,TFCCTF{412420714_zhoushan_04.09.2023_09:15_AM_391.9}
0.467,TRAWLERS,MINFUDINGYU06537,412449869,CHN,yuhuan,158.8,105.7,10.3,8.3,2023-09-04T22:34:39.000Z,2023-09-05T06:54:11.000Z,,,6e470b6f8-8fc3-2ed7-0cce-24f1528a69c1,TFCCTF{412449869_yuhuan_05.09.2023_06:54_AM_158.8}
0.466,FISHING,ZHE PU YU 42096,900242096,,lusi,140.0,104.0,8.7,8.7,2023-09-02T17:55:51.000Z,2023-09-03T02:34:56.000Z,,,34ead61ec-cd57-c24e-c697-8f67b5a15107,TFCCTF{900242096_lusi_03.09.2023_02:34_AM_140.0}
0.465,NA,SUHAIMENYU01428,320501428,,lusi,340.0,197.0,8.1,22.6,2023-09-15T17:51:50.000Z,2023-09-16T16:27:34.000Z,,,6e30dde5e-e4cd-7f91-22e6-691042f5ebd9,TFCCTF{320501428_lusi_16.09.2023_04:27_PM_340.0}
0.465,TRAWLERS,ZHELINGYU95057,412417524,CHN,taizhou,476.7,244.3,8.8,29.4,2023-09-04T10:02:28.000Z,2023-09-05T15:26:38.000Z,,,0e82538b9-9b1c-641a-c8b1-b9fd7455cdf5,TFCCTF{412417524_taizhou_05.09.2023_03:26_PM_476.7}
0.465,TRAWLERS,ALLOTF 3,242926000,MAR,dakhla,128.0,119.9,7.2,9.5,2023-08-31T22:44:25.000Z,2023-09-01T08:17:24.000Z,,,2d2b10537-74da-cea1-0475-b5ce56a336a2,TFCCTF{242926000_dakhla_01.09.2023_08:17_AM_128.0}
0.465,SET_LONGLINES,KAPITAN ROGOZIN,273510600,RUS,murmansk,119.0,91.7,9.5,6.7,2023-09-09T09:50:22.000Z,2023-09-09T16:34:33.000Z,,,3419362ae-ef77-e2e6-f7cb-c39c0c229ad1,TFCCTF{273510600_murmansk_09.09.2023_04:34_PM_119.0}
0.464,TRAWLERS,1,100911652,,taizhou,197.5,142.9,7.5,14.2,2023-09-04T04:32:14.000Z,2023-09-04T18:46:47.000Z,,,0c18a019c-c4e6-ffe3-733a-8e2ea3c9e9df,TFCCTF{100911652_taizhou_04.09.2023_06:46_PM_197.5}
0.464,SET_GILLNETS,NO5. ASASHIOMARU,431200534,JPN,shimoda,262.0,260.1,13.5,10.5,2023-09-10T06:49:44.000Z,2023-09-10T17:19:10.000Z,,,05bf7eef2-2c65-453a-dc4f-fb713210d8c6,TFCCTF{431200534_shimoda_10.09.2023_05:19_PM_262.0}
0.464,TRAWLERS,58017,412416841,CHN,taizhou,458.4,253.8,8.3,29.7,2023-09-04T08:37:46.000Z,2023-09-05T14:22:34.000Z,,,83992cb1f-fcda-f6f9-2b11-67f5ba235a5d,TFCCTF{412416841_taizhou_05.09.2023_02:22_PM_458.4}
0.464,FISHING,ANITA ALVAREZ,701000899,ARG,puerto madryn,162.4,129.7,7.5,11.7,2023-09-02T19:59:28.000Z,2023-09-03T07:43:08.000Z,,,8049f1805-5ddf-e177-111d-24d17f05acd6,TFCCTF{701000899_puerto madryn_03.09.2023_07:43_AM_162.4}
0.463,FISHING,MINHUIYU02018,412451658,CHN,shipu,277.4,193.7,7.4,20.1,2023-09-05T22:06:04.000Z,2023-09-06T18:14:30.000Z,,,b2d1876a2-2024-d9c4-63ec-62fd7904d327,TFCCTF{412451658_shipu_06.09.2023_06:14_PM_277.4}
0.462,TRAWLERS,ZHE DING YU 11291,412410294,CHN,diashan,374.8,234.4,7.8,25.9,2023-09-04T03:30:50.000Z,2023-09-05T05:27:13.000Z,,,75bca67cc-c2db-9591-3c57-e98302727de6,TFCCTF{412410294_diashan_05.09.2023_05:27_AM_374.8}
0.462,TRAWLERS,74018,412416564,CHN,taizhou,418.3,246.0,8.0,28.1,2023-09-16T05:06:30.000Z,2023-09-17T09:12:36.000Z,,,376aa4c2d-d8a0-e967-cd2b-dfad38f29977,TFCCTF{412416564_taizhou_17.09.2023_09:12_AM_418.3}
0.462,TRAWLERS,ZHEPUYU70018,412423684,CHN,zhoushan,342.3,237.9,7.4,24.8,2023-09-04T05:24:21.000Z,2023-09-05T06:14:01.000Z,,,75e06f84d-d660-eebd-c9ac-ee8de8b2c99a,TFCCTF{412423684_zhoushan_05.09.2023_06:14_AM_342.3}
0.462,TRAWLERS,GUIQINYU00368,412503182,CHN,yangjiang,168.2,114.1,11.3,8.0,2023-09-04T09:50:34.000Z,2023-09-04T17:51:37.000Z,,,9c39f9fa6-6332-44cb-1ba6-3ba105802861,TFCCTF{412503182_yangjiang_04.09.2023_05:51_PM_168.2}
0.462,TRAWLERS,ZHEJIAOYU78067,412412623,CHN,taizhou,336.8,173.4,8.7,20.9,2023-09-04T09:34:14.000Z,2023-09-05T06:31:02.000Z,,,7c0e6623b-b938-5220-ee7f-64165108b4cc,TFCCTF{412412623_taizhou_05.09.2023_06:31_AM_336.8}
0.462,FISHING,QIONGDANYU10538,900022489,,cheklapkok,163.4,121.1,8.0,11.1,2023-09-04T08:21:41.000Z,2023-09-04T19:26:16.000Z,,,3173adace-ee48-9831-9a03-4fc17aeb65af,TFCCTF{900022489_cheklapkok_04.09.2023_07:26_PM_163.4}
0.462,TRAWLERS,ZHEDINGYU12101,412420342,CHN,zhoushan,368.8,276.2,7.2,27.6,2023-09-04T09:36:22.000Z,2023-09-05T13:11:41.000Z,,,6cdb51f4d-d033-200a-ab20-81cde5b188e6,TFCCTF{412420342_zhoushan_05.09.2023_01:11_PM_368.8}
0.461,FISHING,LURONGYU55711,412330507,CHN,shidao,113.6,101.3,12.1,5.1,2023-09-03T05:03:47.000Z,2023-09-03T10:08:48.000Z,,,31377e630-0c0a-36c1-c9c1-7964388839c4,TFCCTF{412330507_shidao_03.09.2023_10:08_AM_113.6}
0.461,TRAWLERS,ZHEDINGYU14117,412424571,CHN,zhoushan,375.3,234.3,7.8,26.0,2023-09-04T03:50:54.000Z,2023-09-05T05:50:06.000Z,,,ac0bb8de7-70a7-c862-17c2-0ed4316197ea,TFCCTF{412424571_zhoushan_05.09.2023_05:50_AM_375.3}
0.461,TRAWLERS,YIH HORNG YU NO1,416000676,TWN,kaohsiung,78.0,78.7,8.6,4.9,2023-09-26T02:01:10.000Z,2023-09-26T06:54:54.000Z,,,3ecf1bafd-d21d-70a5-1f8a-7ec18c172cfb,TFCCTF{416000676_kaohsiung_26.09.2023_06:54_AM_78.0}
0.461,SET_LONGLINES,KNOTIN YET,316044359,CAN,louisburg,176.8,186.9,6.6,14.4,2023-09-01T09:32:40.000Z,2023-09-01T23:59:29.000Z,,,0d710184e-edf2-e13b-76c2-cb26aacd4263,TFCCTF{316044359_louisburg_01.09.2023_11:59_PM_176.8}
0.461,FISHING,MINLIANYU69999,412440234,CHN,taizhou,465.1,249.3,8.4,29.7,2023-09-04T02:28:37.000Z,2023-09-05T08:13:22.000Z,,,8ebd4de87-72a2-5762-8062-2ab3cdb54058,TFCCTF{412440234_taizhou_05.09.2023_08:13_AM_465.1}
0.46,POLE_AND_LINE,FULL SERVICE,338248733,USA,ocean city,111.5,100.1,12.1,5.0,2023-09-08T09:30:56.000Z,2023-09-08T14:30:32.000Z,,,9d1cec9d5-5f7c-9fa6-0d87-16f9d615639a,TFCCTF{338248733_ocean city_08.09.2023_02:30_PM_111.5}
0.46,FISHING,ZHELINYU21259,412421259,CHN,shanghai,134.5,96.4,10.0,7.2,2023-09-03T05:56:08.000Z,2023-09-03T13:09:45.000Z,,,7987b7b15-5f4b-fdc2-404e-48e27381d9d3,TFCCTF{412421259_shanghai_03.09.2023_01:09_PM_134.5}
0.46,TRAWLERS,CARMANAH NO 1,316001027,CAN,port hardy,89.6,78.8,9.7,5.0,2023-09-06T05:03:18.000Z,2023-09-06T10:01:57.000Z,,,25c82bd1f-f442-5efd-ae34-2ee20d00c4f2,TFCCTF{316001027_port hardy_06.09.2023_10:01_AM_89.6}
0.46,TRAWLERS,ZHE DIN YU 14169,412424629,CHN,zhoushan,376.8,230.9,7.9,25.9,2023-09-04T03:56:49.000Z,2023-09-05T05:50:27.000Z,,,127ef9be7-79f1-a8e2-6d9e-13f587b9443c,TFCCTF{412424629_zhoushan_05.09.2023_05:50_AM_376.8}
0.46,FIXED_GEAR,ALETTA,251499440,ISL,sudureyri,82.6,78.7,8.8,5.0,2023-09-13T19:06:58.000Z,2023-09-14T00:09:41.000Z,,,4a15bd49f-f930-cf0e-785e-cdaec4ff8048,TFCCTF{251499440_sudureyri_14.09.2023_12:09_AM_82.6}
0.46,PURSE_SEINES,HARGO,259655000,NOR,hareid,280.0,192.7,7.5,20.3,2023-09-01T10:35:45.000Z,2023-09-02T06:51:54.000Z,,,11b67ecbf-fc94-3a52-6d78-985280c953ee,TFCCTF{259655000_hareid_02.09.2023_06:51_AM_280.0}
0.459,FISHING,MINXIAYU01786,412448937,CHN,sansha,324.2,204.3,7.7,22.6,2023-09-05T13:11:42.000Z,2023-09-06T11:46:59.000Z,,,343669d46-67ff-f51b-f1e0-11821b0ffdd5,TFCCTF{412448937_sansha_06.09.2023_11:46_AM_324.2}
0.459,TRAWLERS,ZHELONGGANGYU06318,412433027,CHN,yuhuan,355.5,261.9,7.2,26.5,2023-09-04T17:21:22.000Z,2023-09-05T19:50:04.000Z,,,67a75d078-86af-4b0d-3985-076a9c5c8ecf,TFCCTF{412433027_yuhuan_05.09.2023_07:50_PM_355.5}
0.459,TRAWLERS,ZHERUIYU12285,412431935,CHN,ruian,335.4,215.6,7.7,23.6,2023-09-16T03:55:02.000Z,2023-09-17T03:29:59.000Z,,,3cdde7aed-d1c9-a3d2-e965-766a91345f00,TFCCTF{412431935_ruian_17.09.2023_03:29_AM_335.4}
0.459,FISHING,ZHELINYU21678,412413805,CHN,shengsi,180.9,122.5,8.3,11.8,2023-09-03T02:48:08.000Z,2023-09-03T14:37:00.000Z,,,5d74fb3ca-ad60-5af0-3f36-5822ba4d1f17,TFCCTF{412413805_shengsi_03.09.2023_02:37_PM_180.9}
0.459,TRAWLERS,PATAGONIA QUEEN,701149000,ARG,mar del plata,529.6,292.8,8.3,34.6,2023-09-15T23:48:45.000Z,2023-09-17T10:23:01.000Z,,,4e234b96c-c8c2-02c9-18bc-ed51751b60ad,TFCCTF{701149000_mar del plata_17.09.2023_10:23_AM_529.6}
0.459,TRAWLERS,81487,412410539,CHN,taizhou,380.3,197.3,8.6,23.9,2023-09-04T08:51:31.000Z,2023-09-05T08:44:51.000Z,,,514406a66-630f-f95e-328e-06ddaf5ed3fc,TFCCTF{412410539_taizhou_05.09.2023_08:44_AM_380.3}
0.459,TRAWLERS,ZHELINGYU96011,412418369,CHN,zhoushan,399.9,268.7,7.5,28.7,2023-09-03T07:55:01.000Z,2023-09-04T12:36:02.000Z,,,9ef64eb19-958b-1245-19ab-f7cee74f5dcf,TFCCTF{412418369_zhoushan_04.09.2023_12:36_PM_399.9}
0.459,FISHING,ZHEXIANGYU49257,412438331,CHN,lusi,248.6,159.6,7.7,17.5,2023-09-03T13:24:37.000Z,2023-09-04T06:53:16.000Z,,,b1e223936-6174-7c35-23f5-37f62677c945,TFCCTF{412438331_lusi_04.09.2023_06:53_AM_248.6}
0.459,SET_LONGLINES,ST JOHN II,368256750,USA,seward anchorage,151.4,136.5,6.9,11.8,2023-09-04T05:09:41.000Z,2023-09-04T16:55:43.000Z,,,5a7ad0ee1-1c72-079a-fb30-69a88ed554e6,TFCCTF{368256750_seward anchorage_04.09.2023_04:55_PM_151.4}
0.458,FISHING,ZHESHENGYU03129,412426599,CHN,lusi,332.5,153.2,9.7,18.5,2023-09-15T16:53:24.000Z,2023-09-16T11:22:48.000Z,,,14a826ac9-9aa9-0070-f9cb-3a6c2adc1955,TFCCTF{412426599_lusi_16.09.2023_11:22_AM_332.5}
0.458,FISHING,SUSHEYU02116,412364942,CHN,diashan,487.3,239.5,8.9,29.4,2023-09-03T15:01:14.000Z,2023-09-04T20:27:59.000Z,,,1ca79ae13-34bb-b2a9-11fc-355d9590e3e6,TFCCTF{412364942_diashan_04.09.2023_08:27_PM_487.3}
0.458,SET_LONGLINES,CHING FENG NO.78,416002297,TWN,suao,185.4,137.2,7.5,13.4,2023-09-07T01:25:02.000Z,2023-09-07T14:46:13.000Z,,,3333ee8b9-91fe-4d17-f1e3-79a4cb60d5b9,TFCCTF{416002297_suao_07.09.2023_02:46_PM_185.4}
0.457,FIXED_GEAR,501 TAE KWANG HO,440137010,KOR,ulsan,89.3,85.4,8.3,5.8,2023-09-08T14:50:30.000Z,2023-09-08T20:37:51.000Z,,,2da08a4b3-3ef1-fe09-e3c3-8dd6eb9de0fe,TFCCTF{440137010_ulsan_08.09.2023_08:37_PM_89.3}
0.455,TRAWLERS,ZHELINGYU60053,412416184,CHN,taizhou,356.1,270.6,7.1,27.0,2023-09-16T07:03:17.000Z,2023-09-17T10:00:30.000Z,,,45d8f9778-8679-1a91-2d97-ccce9b4d215d,TFCCTF{412416184_taizhou_17.09.2023_10:00_AM_356.1}
0.455,TRAWLERS,LUDONGGANGYU61378,412322701,CHN,rizhao,254.2,139.2,8.7,15.8,2023-09-01T04:40:40.000Z,2023-09-01T20:31:30.000Z,,,7cf58e389-97fc-de30-b987-bd07e0c4c5f3,TFCCTF{412322701_rizhao_01.09.2023_08:31_PM_254.2}
0.454,SET_LONGLINES,LADY OF THE SEA II,367705430,USA,honolulu,322.2,305.9,6.6,26.5,2023-09-02T18:48:24.000Z,2023-09-03T21:18:20.000Z,,,1d30c7932-2cb1-0f87-02d5-a9b09128d381,TFCCTF{367705430_honolulu_03.09.2023_09:18_PM_322.2}
0.454,TRAWLERS,LULANYU61050,412322761,CHN,lanshan,272.0,143.1,8.7,16.8,2023-09-01T05:03:08.000Z,2023-09-01T21:52:19.000Z,,,b60aec9aa-a050-2fd1-4f31-57656408348c,TFCCTF{412322761_lanshan_01.09.2023_09:52_PM_272.0}
0.454,TRAWLERS,ZHELINGYU26859,412418595,CHN,taizhou,293.0,188.5,7.6,20.7,2023-09-16T04:38:48.000Z,2023-09-17T01:21:43.000Z,,,38dab0024-445f-6bde-b719-31bd296d7a5a,TFCCTF{412418595_taizhou_17.09.2023_01:21_AM_293.0}
0.454,TRAWLERS,ZHELONGGANGYU00148,412432057,CHN,aojiang,328.7,177.1,8.3,21.3,2023-09-05T16:16:06.000Z,2023-09-06T13:32:16.000Z,,,0e7edaa0f-fb22-837a-4ffc-0ede3cdb9fd9,TFCCTF{412432057_aojiang_06.09.2023_01:32_PM_328.7}
0.454,SET_LONGLINES,ZHEYUYU32001,412414622,CHN,yuhuan,509.7,321.9,7.7,35.7,2023-09-05T04:35:14.000Z,2023-09-06T16:19:59.000Z,,,618566dee-e0a6-efca-d65a-7012e3ad5f3a,TFCCTF{412414622_yuhuan_06.09.2023_04:19_PM_509.7}
0.454,TRAWLERS,ZHELINGYU22809,412418389,CHN,taizhou,392.7,245.2,7.7,27.4,2023-09-04T03:36:32.000Z,2023-09-05T07:00:35.000Z,,,342f4c917-7ab1-6642-083d-f293d795ff1d,TFCCTF{412418389_taizhou_05.09.2023_07:00_AM_392.7}
0.453,TRAWLERS,MINLIANYU68887,412442247,CHN,taizhou,382.9,198.2,8.5,24.2,2023-09-04T08:40:51.000Z,2023-09-05T08:53:43.000Z,,,4c2e399e4-439c-63a7-493a-d6f4e8ce2516,TFCCTF{412442247_taizhou_05.09.2023_08:53_AM_382.9}
0.453,FISHING,ZHELINGYU74096,412417882,CHN,taizhou,440.9,231.8,8.5,28.2,2023-09-16T07:34:11.000Z,2023-09-17T11:44:23.000Z,,,b5c710685-5c07-9351-83c9-3f785e3a7451,TFCCTF{412417882_taizhou_17.09.2023_11:44_AM_440.9}
0.452,FISHING,ZHEFENGYUYUN00268,412410533,CHN,zhoushan,304.0,171.6,8.1,20.2,2023-09-21T11:56:03.000Z,2023-09-22T08:10:18.000Z,,,1ef86d15d-d488-2a49-0835-da89aa472ead,TFCCTF{412410533_zhoushan_22.09.2023_08:10_AM_304.0}
0.452,TRAWLERS,ZHELINGYU60081,412416468,CHN,taizhou,453.1,227.4,8.7,28.1,2023-09-16T08:24:48.000Z,2023-09-17T12:31:34.000Z,,,3f4d47172-2e48-0430-62f6-a26e63b19adf,TFCCTF{412416468_taizhou_17.09.2023_12:31_PM_453.1}
0.451,NA,YUEHUILAIYU41025,412466621,CHN,shenquan,68.1,69.4,9.7,3.8,2023-09-06T01:27:40.000Z,2023-09-06T05:14:35.000Z,,,8b1e762c4-4d3d-8938-f0b6-c1552c4e62d9,TFCCTF{412466621_shenquan_06.09.2023_05:14_AM_68.1}
0.451,FISHING,SUQIYU01217,412301217,CHN,lusi,351.2,161.7,9.4,20.1,2023-09-15T14:55:40.000Z,2023-09-16T11:01:55.000Z,,,7a6f364f3-3406-d30d-ba51-b9d9437c2254,TFCCTF{412301217_lusi_16.09.2023_11:01_AM_351.2}
0.451,DRIFTING_LONGLINES,ZHEN FA NO.21,416002887,TWN,keelung,158.5,146.5,6.7,12.8,2023-09-08T02:15:28.000Z,2023-09-08T15:05:29.000Z,,,208e65b9f-f347-b531-f1f3-3334693894bb,TFCCTF{416002887_keelung_08.09.2023_03:05_PM_158.5}
0.451,SET_GILLNETS,FENGSAELL HU,251443240,ISL,skagastrond,126.6,98.6,8.6,8.0,2023-09-11T20:48:25.000Z,2023-09-12T04:46:32.000Z,,,b214cb392-2185-9d49-342d-9808687aa04a,TFCCTF{251443240_skagastrond_12.09.2023_04:46_AM_126.6}
0.451,TRAWLERS,ZHEXIANGYU23062,412436223,CHN,shipu,119.2,89.8,10.0,6.5,2023-09-17T00:20:31.000Z,2023-09-17T06:48:36.000Z,,,4e851bda7-7c19-d444-13f0-a0cb59142bd8,TFCCTF{412436223_shipu_17.09.2023_06:48_AM_119.2}
0.451,TRAWLERS,MARIANNE,770576134,URY,montevideo,293.7,238.6,6.9,22.9,2023-09-01T19:58:26.000Z,2023-09-02T18:51:21.000Z,,,49e9483c0-088c-390f-7075-30a937121814,TFCCTF{770576134_montevideo_02.09.2023_06:51_PM_293.7}
0.451,TRAWLERS,ZHELINGYU23818,412416549,CHN,taizhou,379.7,215.5,8.1,25.4,2023-09-04T06:02:09.000Z,2023-09-05T07:24:48.000Z,,,9cddd2b40-0d7a-631b-89d3-8a5d4da42d1f,TFCCTF{412416549_taizhou_05.09.2023_07:24_AM_379.7}
0.45,TRAWLERS,ZHEDINGYU14124,412424601,CHN,zhoushan,374.4,233.4,7.7,26.2,2023-09-04T03:43:10.000Z,2023-09-05T05:54:30.000Z,,,371ba31e6-6e91-35a1-b4fc-19c0967003a8,TFCCTF{412424601_zhoushan_05.09.2023_05:54_AM_374.4}
0.45,TRAWLERS,ZHELINGYU26815,412417143,CHN,taizhou,306.6,168.5,8.2,20.2,2023-09-04T09:32:42.000Z,2023-09-05T05:42:06.000Z,,,a05933862-2362-ff18-e805-7e4457a449f2,TFCCTF{412417143_taizhou_05.09.2023_05:42_AM_306.6}
0.45,TRAWLERS,36015,412503506,CHN,yangjiang,118.5,104.3,12.2,5.2,2023-09-05T05:26:42.000Z,2023-09-05T10:40:52.000Z,,,6ec65dd57-7f6d-c018-e6d3-79380653e097,TFCCTF{412503506_yangjiang_05.09.2023_10:40_AM_118.5}
0.45,FISHING,ZHEDAIYU15386,412427261,CHN,zhoushan,483.0,261.4,8.3,31.5,2023-09-03T05:10:26.000Z,2023-09-04T12:40:11.000Z,,,3b7fc6529-9800-107d-6b7c-a60a77ff400a,TFCCTF{412427261_zhoushan_04.09.2023_12:40_PM_483.0}
0.45,FISHING,TAISHA1742,412463503,CHN,guangzhou,67.9,74.5,10.3,3.6,2023-09-03T06:03:16.000Z,2023-09-03T09:36:37.000Z,,,5604cc7fb-b7cb-57fa-f838-0a251109d684,TFCCTF{412463503_guangzhou_03.09.2023_09:36_AM_67.9}
0.449,FISHING,ZHE LIN YU21898,412413151,CHN,shanghai,129.8,93.5,10.0,7.0,2023-09-03T05:52:25.000Z,2023-09-03T12:54:15.000Z,,,2ea04a618-8b96-504b-d60f-473db75dd793,TFCCTF{412413151_shanghai_03.09.2023_12:54_PM_129.8}
0.449,TRAWLERS,ZHEXIANGYU30016,412436366,CHN,ningbo,120.7,100.8,8.1,8.0,2023-09-16T22:27:28.000Z,2023-09-17T06:29:44.000Z,,,4ad1b72de-ec34-0a84-829a-4fb067f48802,TFCCTF{412436366_ningbo_17.09.2023_06:29_AM_120.7}
0.449,FIXED_GEAR,OKNIN FD543,231133000,FRO,toftir,169.5,138.4,7.1,12.9,2023-09-01T20:31:55.000Z,2023-09-02T09:23:16.000Z,,,6310cfe43-37c8-798c-67c3-e5a431749014,TFCCTF{231133000_toftir_02.09.2023_09:23_AM_169.5}
0.449,FISHING,ZHE DING YU 01125,412424583,CHN,zhoushan,329.8,236.0,7.3,24.5,2023-09-04T06:56:28.000Z,2023-09-05T07:26:51.000Z,,,1ca4cb30e-ed76-f8a1-a99f-48518d84f0c2,TFCCTF{412424583_zhoushan_05.09.2023_07:26_AM_329.8}
0.449,TRAWLERS,NIMB,273212900,RUS,murmansk,121.5,90.4,10.1,6.5,2023-09-03T07:23:39.000Z,2023-09-03T13:52:23.000Z,,,126afff89-9e18-a640-6b11-3d5060ff762c,TFCCTF{273212900_murmansk_03.09.2023_01:52_PM_121.5}
0.448,TRAWLERS,ZHELINGYU92068,412417817,CHN,taizhou,414.5,252.2,7.8,28.7,2023-09-04T14:02:20.000Z,2023-09-05T18:47:01.000Z,,,5e4640610-0fed-3036-c60f-2b1d849630d7,TFCCTF{412417817_taizhou_05.09.2023_06:47_PM_414.5}
0.448,TRAWLERS,ZHELINGYU91011,414210426,CHN,taizhou,195.5,131.0,7.9,13.3,2023-09-04T03:19:54.000Z,2023-09-04T16:38:48.000Z,,,1319c502e-e179-2700-cbfc-906f5e8f55ad,TFCCTF{414210426_taizhou_04.09.2023_04:38_PM_195.5}
0.447,TRAWLERS,ZHELONGGANGYU08880,412433269,CHN,aojiang,216.0,126.0,8.8,13.3,2023-09-05T18:12:22.000Z,2023-09-06T07:28:51.000Z,,,b4f3b5d24-44fe-1d70-1b11-8e19e30620b1,TFCCTF{412433269_aojiang_06.09.2023_07:28_AM_216.0}
